W6_Ideology_1,W6_Ideology_2,W6_Ideology_3,W6_Ideology_4,W6_Ideology_5
0.5384615384615384,0.1111111111111111,0.05263157894736842,0.0,0.0
0.05263157894736842,0.8181818181818182,0.1111111111111111,0.05263157894736842,0.05263157894736842
0.05263157894736842,0.1111111111111111,0.5384615384615384,0.05263157894736842,0.1111111111111111
0.05263157894736842,0.05263157894736842,0.05263157894736842,0.6666666666666666,0.17647058823529413
0.0,0.05263157894736842,0.1111111111111111,0.25,0.6666666666666666
